306,7524383.5637,4692051.5453,557.1864,27
307,7524383.9425,4692047.7929,557.0621,28
308,7524416.1830,4692056.1050,556.4630,29
309,7524418.7470,4692055.7720,556.4890,30
310,7524491.8790,4692071.6070,556.3450,31
311,7524386.0942,4692026.4741,557.4060,32
312,7524390.7790,4692027.2690,557.0690,33
313,7524396.6900,4692029.6640,556.8570,34
314,7524396.9220,4692032.1420,556.8040,35
315,7524422.0840,4692041.6420,556.0340,36
316,7524449.6251,4692091.4473,556.8360,37
317,7524452.2376,4692066.9518,556.8360,38
318,7524490.2444,4692075.3459,556.2530,39
319,7524493.2030,4692075.9966,556.4100,40
320,7524494.4167,4692073.2836,556.1900,41
321,7524500.6176,4692061.4625,556.0140,42
322,7524497.4661,4692061.0801,556.0750,43
323,7524604.7992,4692074.1052,556.9879,44
324,7524603.5531,4692083.3516,557.0310,45
